row_number,geonames_admin1_code,geonames_admin1_ascii_name
81056096,TV.FUN,Funafuti
81595232,TD.05,Guera
82363682,CO.32,Casanare
82374400,LT.63,Telsiai
83752444,PR.005,Aguadilla
84216392,CD.15,Haut-Lomami
86241170,LC.06,Gros-Islet
87891420,AF.05,Bamyan
88189164,EC.03,Bolivar
88347463,LV.13,Jurmala
88630484,KE.46,Siaya
88744212,GT.13,Quetzaltenango
89087256,DZ.13,Tiaret
89113215,GQ.04,Bioko Norte
89585046,CD.20,Kwilu
89654784,SI.L8,Slovenska Bistrica
89822963,NI.06,Granada
90929555,BI.19,Ngozi
90956274,ID.41,West Sulawesi
91355260,MK.E6,Struga
92028043,BT.13,Paro
92040861,TJ.03,Sughd
92463826,HR.18,Vukovar-Sirmium
92474397,PE.25,Ucayali
93119594,VI.030,Saint Thomas Island
93755929,CU.13,Las Tunas
94400392,TH.28,Buriram
95401094,SO.22,Sool
97711551,GU.TM,Tamuning
97841074,AF.23,Kandahar
98376634,MT.18,Il-Hamrun
99135830,CH.NW,Nidwalden
99661554,HU.24,Zala
100147015,BO.01,Chuquisaca
101858576,FO.OS,Eysturoy
102060325,MM.15,Magway
102095363,KZ.16,Soltustik Qazaqstan
103752088,SO.19,Togdheer
104109041,SY.06,Daraa
104266826,CD.22,Lualaba
104569133,AF.14,Kapisa
106213564,TD.17,Moyen-Chari
106221155,CD.29,Tanganyika
106463682,TH.69,Pattani
106899984,SI.L7,Sentjur
106988499,KH.14,Prey Veng
107117526,VN.87,Can Tho
107651563,HR.09,Medimurska
107793140,VN.82,Nam Dinh
108448288,HT.12,Sud
110258798,AF.30,Balkh
110331142,GT.12,Peten
110333297,VN.37,Tien Giang
110871626,CD.17,Ituri
111069417,DZ.47,Khenchela
113046978,MM.16,Bago
113490289,KP.03,Hamgyong-namdo
113605379,TR.28,Giresun
113891999,MZ.10,Manica
114121656,SI.A1,Radenci
114300037,KZ.10,South Kazakhstan
114341030,MM.12,Tanintharyi
114653565,UY.15,Salto
116014412,SO.12,Sanaag
117011423,RO.11,Buzau
117319909,AF.08,Ghazni
118033815,LK.30,North Central
118096641,MD.64,Cahul
118997496,PE.11,Ica
119073129,AF.26,Takhar
119247019,SD.36,Red Sea
