row_number,nmr_typology,continent_name,country_name,geonames_admin1_ascii_name,n_years_in_typology,n_years,y_pop_INT
1762,Mixed,Europe,Norway,Hedmark,16,21,24
1763,Both balanced,Africa,Seychelles,English River,16,19,5
1764,Net receiver,Asia,Malaysia,Terengganu,16,24,1514
1765,Mixed,North America,Mexico,Tabasco,16,24,147
1766,Net receiver,Asia,Malaysia,Kuala Lumpur,16,25,4199
1767,Both balanced,Europe,Croatia,Krapinsko-Zagorska,16,23,3
1768,Net receiver,Asia,Türkiye,Mersin,16,25,704
1769,Both balanced,Europe,Slovenia,Ankaran,16,18,7
1770,Net sender,South America,Argentina,Buenos Aires,16,25,957
1771,Net receiver,Asia,China,Jiangxi,16,25,3797
1772,Both balanced,North America,Trinidad and Tobago,San Fernando,16,21,4
1773,Net sender,Europe,Greece,West Greece,16,25,1725
1774,Mixed,North America,Greenland,Sermersooq,16,25,24
1775,Net receiver,Asia,China,Henan,16,25,7620
1776,Both balanced,North America,Cuba,Mayabeque,16,25,32
1777,Both balanced,South America,"Venezuela, Bolivarian Republic of",Merida,16,22,9
1778,Both balanced,Africa,Nigeria,Niger,16,25,28
1779,Mixed,Europe,Russian Federation,Komi,16,25,136
1780,Net sender,South America,Argentina,Cordoba,17,25,1004
1781,Both balanced,Africa,Sao Tome and Principe,Sao Tome Island,17,18,2
1782,Both balanced,Africa,South Sudan,Juba,17,23,2
1783,Net receiver,Asia,"Taiwan, Province of China",Takao,17,25,3130
1784,Mixed,Europe,Malta,L-Imsida,17,25,60
1785,Both balanced,Africa,Mauritania,Dakhlet Nouadhibou,17,20,2
1786,Both balanced,Europe,Switzerland,Schaffhausen,17,24,2
1787,Mixed,Africa,Central African Republic,Bangui,17,25,5
1788,Both balanced,Europe,Belarus,Mogilev,17,25,16
1789,Net sender,Asia,Japan,Osaka,17,25,11888
1790,Mixed,Europe,Finland,Kanta-Hame,17,25,68
1791,Both balanced,North America,Puerto Rico,Gurabo,17,24,1
1792,Mixed,North America,Grenada,Saint George,17,24,17
1793,Both balanced,Europe,North Macedonia,Ohrid,17,20,2
1794,Both balanced,Europe,Ukraine,Kherson,17,24,10
1795,Mixed,Europe,Russian Federation,Arkhangelskaya,17,25,42
1796,Both balanced,Europe,Russian Federation,Kalmykiya Republic,17,23,6
1797,INT rec. IN sen.,Europe,Norway,Hordaland,17,25,3454
1798,Net receiver,North America,United States,North Carolina,17,25,15244
1799,Mixed,Europe,Kosovo,Pristina,17,25,173
1800,Both balanced,Europe,Russian Federation,Jewish Autonomous Oblast,17,21,3
1801,Net receiver,North America,United States,California,17,25,103864
1802,Both balanced,Asia,Thailand,Ratchaburi,17,22,2
1803,Mixed,Europe,Russian Federation,Sakhalin Oblast,17,25,11
1804,Mixed,Africa,Nigeria,Bauchi,17,25,46
1805,Mixed,North America,Nicaragua,Managua,17,25,57
1806,Net receiver,Oceania,New Zealand,Wellington,17,25,984
1807,Mixed,Asia,Oman,Muscat,17,25,456
1808,Mixed,Europe,Latvia,Riga,17,25,589
1809,Both balanced,Africa,Sudan,Kassala,17,19,14
1810,Both balanced,Europe,Russian Federation,Pskov Oblast,17,24,18
1811,Both balanced,South America,"Venezuela, Bolivarian Republic of",Nueva Esparta,17,20,1
1812,Mixed,Africa,Libya,Tripoli,17,25,17
1813,Both balanced,Europe,Russian Federation,Kurgan Oblast,17,25,4
1814,Mixed,Africa,Guinea-Bissau,Bissau,17,24,30
1815,Mixed,Asia,Azerbaijan,Baki,17,25,237
1816,INT rec. IN sen.,North America,United States,Illinois,17,25,25540
1817,Both balanced,South America,Guyana,Demerara-Mahaica,17,25,15
1818,Both balanced,Africa,Angola,Luanda,17,25,36
1819,Both balanced,Europe,Bulgaria,Vratsa,17,17,1
1820,Both balanced,Europe,Bulgaria,Shumen,17,25,15
1821,INT rec. IN sen.,North America,United States,Massachusetts,17,25,45014
1822,Mixed,Asia,Syrian Arab Republic,Dimashq,18,25,323
1823,Mixed,Asia,India,Andaman and Nicobar,18,25,22
1824,Mixed,Africa,Malawi,Southern Region,18,25,117
1825,Mixed,Africa,Zambia,Lusaka,18,25,70
1826,Net sender,Asia,India,Chandigarh,18,25,2472
1827,Net receiver,Asia,China,Guangxi,18,25,361
1828,Both balanced,Europe,Slovenia,Velenje,18,23,1
1829,Mixed,Asia,India,Arunachal Pradesh,18,25,112
1830,Both balanced,Europe,Bulgaria,Burgas,18,24,7
1831,Net receiver,Asia,Saudi Arabia,Makkah,18,25,222
1832,Both balanced,North America,Cuba,Matanzas,18,24,27
1833,Net sender,Europe,Italy,Emilia-Romagna,18,25,7282
1834,Net sender,Europe,Italy,Sicily,18,25,3762
1835,Net receiver,North America,Mexico,Jalisco,18,25,813
1836,Mixed,Asia,Bahrain,Manama,18,25,154
1837,Mixed,South America,French Guiana,Guyane,18,25,36
1838,Both balanced,North America,Cuba,Cienfuegos,18,23,39
1839,Both balanced,North America,Cuba,Holguin,18,22,8
1840,Both balanced,Africa,Namibia,Otjozondjupa,18,21,5
1841,Mixed,Europe,Russian Federation,Amur Oblast,18,25,8
1842,Mixed,Africa,Namibia,Khomas,18,25,48
1843,Both balanced,Europe,Belarus,Brest,18,25,18
1844,Both balanced,North America,Puerto Rico,Arecibo,18,25,11
1845,Mixed,Africa,Niger,Niamey,18,25,50
1846,Mixed,Asia,Philippines,Autonomous Region in Muslim Mindanao,18,23,8
1847,Net receiver,North America,United States,Virginia,18,25,9574
1848,Both balanced,South America,Peru,Huanuco,18,22,2
1849,Mixed,Asia,Kuwait,Al Asimah,18,25,753
1850,Net receiver,Asia,"Korea, Republic of",Incheon,18,25,802
1851,Mixed,Africa,"Congo, The Democratic Republic of the",Kinshasa,18,25,46
1852,Both balanced,Africa,"Congo, The Democratic Republic of the",Nord Kivu,18,24,1
1853,Mixed,Africa,Congo,Brazzaville,18,25,2
1854,INT rec. IN sen.,Europe,Denmark,Capital Region,18,25,5943
1855,Both balanced,South America,Peru,Piura,18,21,2
1856,Mixed,North America,Honduras,Francisco Morazan,18,25,35
1857,Net receiver,Asia,Hong Kong,Tai Po,18,25,61
1858,Both balanced,Asia,Armenia,Shirak,18,18,2
1859,Mixed,Africa,Zimbabwe,Harare,18,25,268
1860,Net receiver,North America,United States,Tennessee,19,25,9858
1861,Both balanced,South America,Peru,Lambayeque,19,22,1
1862,Mixed,Asia,Cambodia,Phnom Penh,19,25,8
1863,Mixed,Asia,Kyrgyzstan,Bishkek,19,25,23
1864,Both balanced,Europe,Norway,Oppland,19,24,5
1865,Net sender,North America,Canada,Quebec,19,25,10371
1866,Mixed,Africa,Nigeria,Taraba,19,25,30
1867,Both balanced,Europe,Ukraine,Chernihiv,19,25,5
1868,Mixed,South America,Paraguay,Central,19,25,45
1869,Mixed,Africa,Gabon,Moyen-Ogooue,19,25,70
1870,Mixed,Africa,Mozambique,Maputo City,19,25,41
1871,Mixed,Europe,Russian Federation,Kemerovo Oblast,19,25,113
1872,Both balanced,Asia,Turkmenistan,Ashgabat,19,25,2
1873,Mixed,Africa,Gambia,Banjul,19,25,18
1874,Mixed,Europe,Svalbard and Jan Mayen,Svalbard,19,25,59
1875,Net sender,South America,Argentina,Buenos Aires F.D.,19,25,2734
1876,Mixed,Africa,Malawi,Central Region,19,25,46
1877,INT rec. IN sen.,North America,United States,Connecticut,19,25,9936
1878,Net receiver,Asia,China,Guangdong,20,25,10644
1879,Mixed,Africa,Madagascar,Analamanga,20,25,119
1880,Mixed,Asia,Syrian Arab Republic,Aleppo,20,25,39
1881,Mixed,Oceania,New Caledonia,South Province,20,25,8
1882,Mixed,North America,Guatemala,Guatemala,20,25,68
1883,Mixed,Europe,"Moldova, Republic of",Chisinau Municipality,20,25,241
1884,Net sender,Asia,China,Jilin,20,25,1966
1885,Net receiver,North America,United States,New Mexico,20,25,5303
1886,Mixed,Africa,Gabon,Haut-Ogooue,20,25,28
1887,Net receiver,Asia,"Korea, Republic of",Gyeongsangbuk-do,20,25,1585
1888,Net sender,Asia,India,West Bengal,20,25,8693
1889,Both balanced,South America,Peru,Puno,20,24,1
1890,Mixed,Africa,Togo,Maritime,20,25,264
1891,Mixed,Africa,Eswatini,Manzini,20,25,40
1892,Mixed,Europe,Russian Federation,Murmansk,20,25,79
1893,Both balanced,South America,Peru,Cajamarca,20,21,5
1894,Mixed,Asia,Mongolia,Ulaanbaatar,20,25,247
1895,Both balanced,Europe,Russian Federation,Altai,20,24,10
1896,Both balanced,Oceania,"Micronesia, Federated States of",Pohnpei,20,23,4
1897,Mixed,Asia,"Palestine, State of",Gaza Strip,20,25,36
1898,Mixed,Asia,Bahrain,Southern Governorate,21,25,41
1899,Net receiver,Asia,"Korea, Republic of",Chungcheongnam-do,21,25,499
1900,INT rec. IN sen.,Asia,Thailand,Bangkok,21,25,10715
1901,IN rec. INT sen.,Asia,India,Telangana,21,25,1365
1902,Net receiver,Asia,"Korea, Republic of",Gyeonggi-do,21,25,4136
1903,INT rec. IN sen.,North America,United States,Michigan,21,25,15792
1904,Net receiver,North America,United States,Washington,21,25,17821
1905,Net sender,Asia,Japan,Miyagi,21,25,5133
1906,Mixed,Europe,Montenegro,Podgorica,21,25,181
1907,Mixed,South America,"Bolivia, Plurinational State of",La Paz,21,25,126
1908,Net receiver,North America,United States,Maryland,21,25,22418
1909,Both balanced,Asia,Uzbekistan,Fergana,21,24,16
1910,Mixed,Africa,Botswana,Gaborone,21,25,148
1911,Both balanced,Africa,Mauritius,Plaines Wilhems,21,25,1
1912,Net sender,Asia,Japan,Kyoto,22,25,10154
1913,Mixed,Asia,Brunei Darussalam,Brunei-Muara District,22,25,41
1914,Mixed,Europe,Bosnia and Herzegovina,Federation of B&H,22,25,597
1915,Net sender,Asia,China,Anhui,22,25,5033
1916,Mixed,North America,Guadeloupe,Guadeloupe,22,25,16
1917,Both balanced,Europe,Bulgaria,Gabrovo,22,25,5
1918,Net sender,Europe,Germany,Baden-Wuerttemberg,22,25,22372
1919,Mixed,Europe,Monaco,Commune de Monaco,22,25,16
1920,Both balanced,North America,"Virgin Islands, U.S.",Saint Croix Island,22,25,4
1921,INT rec. IN sen.,Asia,Saudi Arabia,Ar Riyad,22,25,6452
1922,Both balanced,Europe,Bulgaria,Veliko Tarnovo,22,25,6
1923,Net sender,Europe,France,Ile-de-France,22,25,31965
1924,Net sender,Asia,Japan,Hokkaido,22,25,7437
1925,Net sender,Asia,Türkiye,Ankara,22,25,7888
1926,Net receiver,North America,United States,"Washington, D.C.",22,25,15453
1927,Net receiver,North America,United States,Texas,23,25,15130
1928,Mixed,Oceania,French Polynesia,Iles du Vent,23,25,30
1929,Mixed,North America,Belize,Belize,23,25,496
1930,Net sender,Asia,Japan,Fukuoka,23,25,7107
1931,Mixed,Africa,Burundi,Bujumbura Mairie,23,25,375
1932,Mixed,Asia,Qatar,Baladiyat ad Dawhah,23,25,80
1933,Mixed,Asia,"Palestine, State of",West Bank,23,25,557
1934,Mixed,North America,El Salvador,San Salvador,23,25,112
1935,Mixed,South America,Uruguay,Montevideo,23,25,507
1936,Mixed,Africa,Mali,Bamako,23,25,62
1937,Net sender,Asia,China,Gansu,23,25,5133
1938,Mixed,Oceania,American Samoa,Eastern District,24,25,2205
1939,Mixed,North America,Panama,Panama,24,25,186
1940,Mixed,Africa,Réunion,Reunion,24,25,282
