row_number,nmr_typology,continent_name,country_name,geonames_admin1_ascii_name,n_years_in_typology,n_years,y_pop_INT
454,Both balanced,Asia,Indonesia,Central Kalimantan,7,9,7
455,Net sender,Oceania,New Zealand,Manawatu-Wanganui,7,25,943
456,Net receiver,Asia,Türkiye,Manisa,7,25,142
457,Mixed,Africa,Algeria,Souk Ahras,7,15,3
458,Mixed,Asia,Jordan,Tafielah,7,16,29
459,Mixed,Africa,Nigeria,Plateau,7,25,77
460,Net sender,Europe,Switzerland,Neuchatel,7,25,415
461,Mixed,Africa,Nigeria,Rivers,7,25,255
462,Both balanced,South America,Chile,O'Higgins Region,7,13,3
463,Mixed,Asia,Jordan,Ma'an,7,19,45
464,IN rec. INT sen.,Asia,Japan,Akita,7,25,1197
465,Both balanced,Asia,Azerbaijan,Astara,7,12,2
466,INT rec. IN sen.,Europe,Switzerland,Saint Gallen,7,25,569
467,Both balanced,Africa,Algeria,Sidi Bel Abbes,7,7,3
468,IN rec. INT sen.,Asia,Japan,Mie,7,25,949
469,Both balanced,North America,Nicaragua,North Caribbean Coast,7,7,1
470,Mixed,Asia,Thailand,Chanthaburi,7,18,2
471,Mixed,Europe,Russian Federation,Krasnoyarskiy,7,25,748
472,Mixed,South America,Chile,Aysen,7,16,14
473,Net receiver,North America,United States,Rhode Island,7,25,5114
474,Both balanced,Europe,Hungary,Jasz-Nagykun-Szolnok,7,7,1
475,Mixed,Africa,Ethiopia,Somali,7,9,1
476,Mixed,North America,Costa Rica,San Jose,7,25,197
477,Mixed,Asia,Türkiye,Cankiri,7,13,41
478,Mixed,Asia,United Arab Emirates,Ajman,7,17,38
479,Net receiver,Asia,Türkiye,Kocaeli,8,25,681
480,Mixed,Europe,Switzerland,Zug,8,24,21
481,Both balanced,Africa,Côte d'Ivoire,Vallee du Bandama,8,18,1
482,Mixed,Africa,Rwanda,Kigali,8,22,5
483,Both balanced,Europe,Hungary,Vas,8,10,1
484,INT rec. IN sen.,Europe,Netherlands,North Holland,8,25,4897
485,Net receiver,Europe,Austria,Vorarlberg,8,25,13
486,IN rec. INT sen.,Asia,Japan,Gunma,8,25,1336
487,Mixed,Europe,Norway,More og Romsdal,8,25,105
488,INT rec. IN sen.,South America,Chile,Valparaiso,8,25,703
489,IN rec. INT sen.,Asia,Japan,Kanagawa,8,25,3955
490,Net sender,South America,"Venezuela, Bolivarian Republic of",Distrito Federal,8,25,670
491,INT rec. IN sen.,Europe,Hungary,Pest,8,25,166
492,Net receiver,Asia,Türkiye,Kastamonu,8,15,220
493,Mixed,Africa,Algeria,Laghouat,8,21,179
494,Net receiver,Oceania,Australia,Tasmania,8,25,1588
495,Net receiver,Asia,Japan,Aomori,8,25,844
496,Mixed,Europe,Netherlands,Drenthe,8,25,31
497,Net sender,Europe,France,Hauts-de-France,8,25,2709
498,Net receiver,Asia,Thailand,Pathum Thani,8,25,295
499,IN rec. INT sen.,Asia,Japan,Miyazaki,8,25,651
500,Mixed,Europe,Russian Federation,Voronezj,8,25,405
501,Mixed,Europe,Hungary,Fejer,8,25,21
502,Net receiver,Europe,Hungary,Gyor-Moson-Sopron,8,25,27
503,Net sender,Asia,Japan,Niigata,8,25,1473
504,IN rec. INT sen.,Asia,Japan,Oita,8,25,500
505,Net sender,Oceania,New Zealand,Auckland,8,25,4484
506,Net receiver,Asia,Saudi Arabia,Al Jawf,8,18,69
507,Mixed,Asia,Indonesia,Yogyakarta,8,25,402
508,Both balanced,Oceania,New Zealand,Gisborne,8,8,1
509,Both balanced,Africa,Nigeria,Yobe,8,10,2
510,Both balanced,Asia,Azerbaijan,Xankandi Sahari,8,10,3
511,Both balanced,Asia,Indonesia,South Kalimantan,8,17,17
512,Both balanced,Africa,"Tanzania, United Republic of",Zanzibar Urban/West,8,15,3
513,Net receiver,Africa,South Africa,Limpopo,8,25,63
514,Net receiver,Europe,Switzerland,Fribourg,8,25,274
515,IN rec. INT sen.,Asia,Japan,Shimane,8,25,723
516,Mixed,Europe,Switzerland,Basel-Landschaft,8,25,31
517,Net receiver,Oceania,New Zealand,Waikato,8,25,980
518,Net sender,Europe,Ukraine,Donetsk,8,25,204
519,Mixed,Asia,Thailand,Nonthaburi,8,25,15
520,Mixed,South America,Ecuador,El Oro,8,12,3
521,Both balanced,Africa,Sudan,Blue Nile,8,10,5
522,Both balanced,Africa,Sudan,White Nile,8,8,1
523,Both balanced,South America,Peru,Apurimac,8,11,6
524,IN rec. INT sen.,Europe,Russian Federation,Tomsk Oblast,8,25,446
525,Net receiver,Asia,China,Zhejiang,8,25,41173
526,IN rec. INT sen.,Asia,Japan,Yamagata,8,25,599
527,Both balanced,Africa,Sudan,Sinnar,8,12,1
528,INT rec. IN sen.,Asia,Türkiye,Eskisehir,8,25,254
529,IN rec. INT sen.,Asia,Japan,Yamaguchi,8,25,1390
530,Both balanced,Europe,Croatia,Varazdinska,8,10,1
531,Both balanced,Africa,"Tanzania, United Republic of",Tanga,8,16,1
532,Mixed,Africa,Nigeria,Akwa Ibom,8,25,22
533,Net receiver,Europe,Italy,Molise,8,25,230
534,Net sender,Europe,Italy,The Marches,8,25,921
535,Net sender,Europe,Estonia,Tartu,8,25,1732
536,IN rec. INT sen.,Europe,Russian Federation,Sverdlovsk,8,25,860
537,Net sender,Asia,Bangladesh,Rajshahi Division,8,25,217
538,Both balanced,South America,Peru,Lima region,8,12,2
539,Both balanced,Europe,Estonia,Vorumaa,8,8,2
540,Both balanced,Africa,Kenya,Kiambu,8,15,6
541,Mixed,South America,Argentina,Salta,8,25,62
542,Net sender,Africa,Nigeria,Lagos,8,25,260
543,Both balanced,Africa,Kenya,Laikipia,8,9,1
544,Both balanced,South America,Peru,Pasco,8,8,1
545,Both balanced,South America,"Venezuela, Bolivarian Republic of",Guarico,8,9,1
546,IN rec. INT sen.,South America,Argentina,Misiones,8,25,54
547,Mixed,Asia,Türkiye,Diyarbakir,8,25,152
548,Mixed,Asia,Viet Nam,Long An,8,10,6
549,Both balanced,Europe,Slovenia,Ajdovscina,8,11,5
550,Net receiver,Asia,Türkiye,Rize,8,15,7
551,INT rec. IN sen.,North America,United States,Alaska,8,25,469
552,Net receiver,North America,Canada,Saskatchewan,8,25,1705
553,INT rec. IN sen.,Africa,Kenya,Uasin Gishu,8,25,195
554,Net sender,Asia,Bangladesh,Chittagong,8,25,294
555,INT rec. IN sen.,Europe,Italy,Basilicate,8,25,214
556,Mixed,Africa,"Tanzania, United Republic of",Morogoro,8,25,72
557,Both balanced,Oceania,Papua New Guinea,East New Britain,8,8,1
558,Net receiver,Europe,Russian Federation,Samara Oblast,8,25,424
559,INT rec. IN sen.,North America,Canada,New Brunswick,8,25,751
560,Mixed,Asia,Philippines,Western Visayas,8,25,36
561,IN rec. INT sen.,Asia,Philippines,Central Visayas,8,25,150
562,Mixed,South America,"Venezuela, Bolivarian Republic of",Carabobo,8,19,6
563,Net receiver,Asia,China,Xinjiang,8,25,2554
564,Both balanced,Africa,"Tanzania, United Republic of",Iringa,8,8,1
565,Mixed,North America,Saint Kitts and Nevis,Saint George Basseterre,8,16,28
566,Both balanced,North America,Saint Kitts and Nevis,Saint Paul Charlestown,8,15,4
567,Mixed,Asia,"Korea, Republic of",Jeju-do,8,25,422
568,Both balanced,Asia,Philippines,Caraga,8,14,1
569,Mixed,Asia,Malaysia,Negeri Sembilan,8,25,516
570,Net sender,Europe,Slovenia,Ljubljana,8,25,3533
571,Both balanced,North America,Saint Vincent and the Grenadines,Saint George,8,12,4
572,IN rec. INT sen.,Asia,"Iran, Islamic Republic of",Yazd,8,25,422
573,Net receiver,Europe,Belgium,Brussels Capital,8,25,5513
574,Both balanced,Europe,Slovenia,Slovenj Gradec,8,11,1
575,Mixed,Asia,Malaysia,Kedah,8,25,10
576,Mixed,Asia,Indonesia,Banten,8,21,217
577,Mixed,Asia,Pakistan,Balochistan,8,25,130
578,Both balanced,North America,Trinidad and Tobago,Tunapuna/Piarco,8,9,1
579,Net receiver,Asia,Pakistan,Khyber Pakhtunkhwa,8,25,214
580,IN rec. INT sen.,Europe,Belarus,Minsk City,8,25,1551
581,Mixed,Asia,Thailand,Nakhon Phanom,8,11,25
582,Net sender,Africa,Burkina Faso,Centre,8,25,499
583,Net receiver,Asia,China,Ningxia Hui Autonomous Region,8,25,1097
584,Mixed,North America,Trinidad and Tobago,Borough of Arima,8,16,1
585,IN rec. INT sen.,North America,Mexico,San Luis Potosi,8,25,125
586,Mixed,Asia,Viet Nam,Khanh Hoa,8,19,56
587,Both balanced,Europe,Slovenia,Zelezniki,8,10,1
588,Both balanced,Europe,Czechia,Karlovarsky kraj,8,13,3
589,Net sender,Europe,Poland,Lublin,8,25,2479
590,Net sender,Europe,Russian Federation,Moscow Oblast,8,25,2901
591,INT rec. IN sen.,Asia,"Korea, Republic of",Sejong-si,8,25,132
592,Net receiver,Asia,"Korea, Republic of",Ulsan,8,25,2083
593,Mixed,Asia,Türkiye,Kilis,8,14,1
594,Mixed,Asia,Türkiye,Karabuk,8,16,7
595,IN rec. INT sen.,Europe,Poland,Pomerania,8,25,1855
596,Both balanced,South America,Argentina,Chaco,8,11,15
597,Both balanced,Asia,Kuwait,Hawalli,8,8,1
598,Net sender,North America,Mexico,Morelos,8,25,231
599,Mixed,North America,Mexico,Nayarit,8,22,35
600,INT rec. IN sen.,Europe,Poland,Silesia,8,25,3231
601,Both balanced,North America,Cayman Islands,West Bay,8,15,8
602,Both balanced,Asia,Uzbekistan,Jizzax,8,8,1
603,Net sender,Asia,Uzbekistan,Toshkent Shahri,8,25,499
604,Net receiver,Asia,"Iran, Islamic Republic of",Kermanshah,8,25,12
605,Net receiver,North America,Mexico,Michoacan,8,25,137
606,IN rec. INT sen.,Asia,"Iran, Islamic Republic of",Hamadan,8,25,211
607,Net receiver,Africa,Egypt,Sohag,8,23,192
608,Both balanced,Asia,Kazakhstan,Batys Qazaqstan,8,13,44
609,INT rec. IN sen.,North America,Mexico,Guanajuato,8,25,353
610,INT rec. IN sen.,Africa,South Africa,Eastern Cape,8,25,363
611,Net receiver,North America,Mexico,Coahuila,8,25,56
612,INT rec. IN sen.,Europe,Finland,South Karelia,8,25,86
613,INT rec. IN sen.,North America,Mexico,Chihuahua,8,25,66
614,Both balanced,Europe,Finland,Kymenlaakso,8,8,3
615,Net sender,Asia,Türkiye,Antalya,8,25,638
616,Mixed,Asia,Türkiye,Bartin,8,13,56
617,Mixed,Europe,Bulgaria,Varna,8,25,87
618,Both balanced,Africa,Zimbabwe,Mashonaland West,8,18,25
619,Mixed,Asia,Cyprus,Keryneia,8,17,2
620,Both balanced,Asia,Lebanon,Mont-Liban,8,11,5
621,Mixed,Asia,Iraq,Diyala,8,16,1
622,Both balanced,South America,Colombia,Cauca,8,25,86
623,IN rec. INT sen.,Europe,Russian Federation,Irkutsk Oblast,8,25,677
624,Mixed,Asia,Iraq,Dahuk,8,20,2
625,Mixed,Asia,Yemen,Ibb,8,16,37
626,INT rec. IN sen.,Asia,Iraq,Baghdad,8,25,1533
627,INT rec. IN sen.,Asia,Türkiye,Trabzon,8,25,778
628,Mixed,Asia,Iraq,Sulaymaniyah,8,11,18
629,Net receiver,Europe,Russian Federation,Chelyabinsk,8,25,263
630,Mixed,Africa,Tunisia,Susah,8,25,467
631,Mixed,Asia,Türkiye,Agri,8,12,5
632,Net receiver,Europe,Portugal,Madeira,8,25,187
633,Mixed,Asia,Türkiye,Yozgat,8,15,110
634,Net receiver,Europe,Portugal,Lisbon,8,25,4757
635,Both balanced,Europe,Albania,Elbasan,8,13,11
636,Net receiver,Europe,Portugal,Porto,8,25,1322
637,Net receiver,Asia,Sri Lanka,Western,8,25,138
638,Both balanced,North America,Cuba,Guantanamo,8,9,1
639,Mixed,Asia,Viet Nam,Hung Yen,8,12,10
640,Both balanced,Africa,Mali,Koulikoro,8,9,1
641,Net receiver,Europe,Portugal,Vila Real,8,25,246
642,Mixed,Africa,Liberia,Montserrado,8,15,6
643,Mixed,Europe,Portugal,Viseu,8,25,180
644,Both balanced,South America,Colombia,Sucre,8,19,37
645,Mixed,Asia,Türkiye,Siirt,8,13,22
646,Both balanced,Europe,North Macedonia,Shtip,8,13,26
647,Both balanced,Africa,Madagascar,Atsinanana,8,8,1
648,INT rec. IN sen.,Europe,Russian Federation,Bashkortostan Republic,8,25,347
649,Net receiver,Asia,India,Sikkim,8,22,13
650,Mixed,Asia,Türkiye,Karaman,8,12,7
651,Net receiver,South America,Brazil,Amazonas,8,25,73
652,Mixed,Europe,"Moldova, Republic of",Transnistria,8,13,3
653,INT rec. IN sen.,Asia,India,Himachal Pradesh,8,25,687
654,Mixed,North America,Antigua and Barbuda,Saint John,8,15,10
655,Mixed,Asia,Türkiye,Sirnak,8,13,18
656,Both balanced,South America,"Bolivia, Plurinational State of",Tarija,8,8,1
657,Both balanced,Asia,Syrian Arab Republic,Deir ez-Zor,8,10,4
658,Both balanced,Europe,Luxembourg,Grevenmacher,8,8,2
659,Both balanced,Europe,Latvia,Liepaja,8,12,4
660,Both balanced,South America,Colombia,Magdalena,8,25,101
661,Net receiver,North America,United States,Montana,8,25,654
662,Net sender,Asia,India,Odisha,8,25,465
663,Net receiver,Asia,India,Jammu and Kashmir,8,25,1730
664,Both balanced,Africa,Eswatini,Hhohho,8,8,1
665,Both balanced,Europe,Latvia,Ventspils,8,15,22
666,Both balanced,Africa,Libya,Az Zawiyah,8,8,2
667,Mixed,Africa,Libya,Misratah,8,14,1
668,Net receiver,Asia,Türkiye,Gaziantep,8,25,377
669,Both balanced,Europe,Andorra,Sant Julia de Loria,8,8,2
670,Both balanced,Africa,Libya,Al Marqab,9,13,1
671,INT rec. IN sen.,Africa,Egypt,Gharbia,9,25,1111
672,Net receiver,Europe,Greece,East Macedonia and Thrace,9,25,344
673,Mixed,Asia,Syrian Arab Republic,Rif-dimashq,9,19,22
674,INT rec. IN sen.,Africa,Egypt,Ismailia,9,25,574
675,Net receiver,Africa,Morocco,Rabat-Sale-Kenitra,9,25,747
676,Mixed,Africa,Ghana,Western,9,15,3
677,INT rec. IN sen.,Africa,Morocco,Casablanca-Settat,9,25,664
678,Net receiver,Africa,Egypt,Faiyum,9,19,2
679,Mixed,Asia,Viet Nam,Thanh Hoa,9,15,1
680,Mixed,Africa,Ghana,Northern,9,24,4
681,INT rec. IN sen.,North America,Canada,Newfoundland and Labrador,9,25,525
682,Mixed,Europe,Luxembourg,Esch-sur-Alzette,9,25,23
683,IN rec. INT sen.,Europe,Lithuania,Vilnius,9,25,1689
684,Net sender,Asia,Türkiye,Adana,9,25,741
685,Both balanced,South America,Colombia,Boyaca,9,24,7
686,Mixed,Asia,"Iran, Islamic Republic of",North Khorasan,9,16,51
687,Both balanced,Africa,Somalia,Awdal,9,10,2
688,Both balanced,Africa,Somalia,Banaadir,9,14,1
689,IN rec. INT sen.,Asia,"Iran, Islamic Republic of",Razavi Khorasan,9,25,3572
690,Both balanced,Asia,Thailand,Loei,9,17,5
691,Both balanced,Europe,Albania,Vlore,9,13,5
692,Net receiver,South America,Colombia,Cundinamarca,9,25,214
693,Net receiver,Asia,"Iran, Islamic Republic of",Khorasan-e Jonubi,9,25,374
694,Mixed,Europe,Slovakia,Zilinsky kraj,9,25,28
695,Net receiver,Africa,Egypt,Qalyubia,9,25,256
696,INT rec. IN sen.,Africa,Egypt,Sharqia,9,25,470
697,Net receiver,Asia,"Iran, Islamic Republic of",Qazvin,9,24,253
698,Mixed,South America,Colombia,Tolima,9,16,27
699,Mixed,Europe,Lithuania,Kaunas,9,25,515
700,Net receiver,Europe,Greece,North Aegean,9,25,353
701,Mixed,Europe,Slovakia,Nitriansky kraj,9,25,2
702,Net sender,Europe,Italy,Apulia,9,25,3834
703,Net receiver,North America,United States,Maine,9,25,1074
704,Mixed,Europe,Slovakia,Banskobystricky kraj,9,25,49
705,Mixed,South America,Colombia,Santander,9,25,308
706,Mixed,Asia,Pakistan,Azad Kashmir,9,25,2
707,Both balanced,Europe,Slovenia,Jesenice,9,10,3
708,Both balanced,Asia,Viet Nam,Binh Dinh,9,17,1
709,Both balanced,Asia,Georgia,Ajaria,9,14,1
710,Net receiver,Asia,"Iran, Islamic Republic of",Markazi,9,23,198
711,IN rec. INT sen.,Asia,"Iran, Islamic Republic of",East Azerbaijan,9,25,1221
712,Mixed,South America,Argentina,Entre Rios,9,25,46
713,Mixed,South America,Colombia,Risaralda,9,24,30
714,Net sender,Europe,United Kingdom,Wales,9,25,4405
715,Both balanced,Asia,Hong Kong,Wan Chai,9,10,2
716,Both balanced,Europe,Slovenia,Murska Sobota,9,16,4
717,Net receiver,Asia,"Iran, Islamic Republic of",Ardabil,9,20,135
718,Both balanced,North America,Panama,Chiriqui,9,17,10
719,Net receiver,Asia,"Iran, Islamic Republic of",Kerman,9,25,633
720,Net receiver,Europe,Poland,Kujawsko-Pomorskie,9,25,490
721,IN rec. INT sen.,Europe,United Kingdom,Scotland,9,25,12314
722,Net receiver,Asia,Türkiye,Istanbul,9,25,6642
723,Net receiver,Europe,Switzerland,Bern,9,25,5130
724,Both balanced,Europe,Slovenia,Bled,9,12,3
725,Net receiver,South America,Argentina,Mendoza,9,25,1591
726,Mixed,Africa,Egypt,Beni Suweif,9,25,501
727,Net sender,Europe,Sweden,Skane,9,25,3114
728,Both balanced,Europe,Malta,Paola,9,12,1
729,Mixed,Europe,Croatia,Istria,9,24,14
730,Mixed,Europe,Liechtenstein,Vaduz,9,16,38
731,Mixed,South America,Argentina,Rio Negro,9,25,74
732,Mixed,South America,Colombia,La Guajira,9,16,1
733,Net receiver,Africa,Egypt,Port Said,9,14,207
734,Net receiver,Asia,"Iran, Islamic Republic of",Kordestan,9,22,462
735,Mixed,Asia,Türkiye,Usak,9,15,12
736,Mixed,Europe,Liechtenstein,Triesen,9,13,10
737,Mixed,South America,Colombia,Cordoba,9,23,1
738,Both balanced,Europe,Croatia,Koprivnicko-Krizevacka,9,17,1
739,Both balanced,Europe,Liechtenstein,Gamprin,9,13,2
740,Mixed,Africa,Malawi,Northern Region,9,19,16
741,Net receiver,Europe,Poland,Podlasie,9,25,579
742,Net sender,Europe,United Kingdom,England,9,25,69622
743,Both balanced,North America,Saint Lucia,Vieux-Fort,9,10,3
744,Mixed,North America,Mexico,Aguascalientes,9,25,175
745,Net receiver,Europe,Sweden,OErebro,9,25,319
746,Both balanced,North America,Jamaica,St. James,9,13,1
747,Both balanced,Oceania,New Zealand,Northland,9,16,12
748,Net receiver,Oceania,New Zealand,Nelson,9,25,84
749,INT rec. IN sen.,Europe,Sweden,Norrbotten,9,25,769
750,Mixed,Asia,"Iran, Islamic Republic of",Ilam Province,9,24,115
751,INT rec. IN sen.,North America,United States,New Jersey,9,25,7714
752,Both balanced,Europe,Croatia,Pozesko-Slavonska,9,9,1
753,Net receiver,North America,Mexico,Campeche,9,25,189
754,Mixed,Asia,Jordan,Karak,9,25,171
755,Mixed,Europe,Sweden,Halland,9,25,50
756,Net receiver,Europe,Switzerland,Jura,9,25,66
757,Net receiver,Europe,Switzerland,Lucerne,9,25,313
758,Net receiver,Europe,Spain,Balearic Islands,9,25,1047
759,Both balanced,Asia,Viet Nam,Quang Binh,9,13,7
760,Mixed,Asia,Nepal,Western Region,9,25,11
761,Mixed,Asia,Jordan,Irbid,9,25,90
762,IN rec. INT sen.,Asia,Nepal,Central Region,9,25,1014
763,INT rec. IN sen.,South America,Colombia,Antioquia,9,25,683
764,Both balanced,Europe,Sweden,Gotland,9,11,1
765,Mixed,Africa,Algeria,Bechar,9,19,4
766,Both balanced,Asia,Kazakhstan,Qyzylorda,9,12,34
767,Mixed,Africa,Sudan,Southern Darfur,9,17,4
768,IN rec. INT sen.,Africa,South Africa,Western Cape,9,25,3150
769,Net sender,Asia,Japan,Chiba,9,25,3331
770,Both balanced,Africa,Seychelles,Anse Royale,9,12,3
771,Net sender,Asia,Japan,Ehime,9,25,1304
772,Net receiver,Asia,"Iran, Islamic Republic of",West Azerbaijan,9,25,291
773,Net sender,Europe,Spain,Madrid,9,25,25062
774,Net sender,Europe,Spain,Murcia,9,25,1773
775,IN rec. INT sen.,South America,Brazil,Santa Catarina,9,25,230
776,Net receiver,Asia,Kazakhstan,Nur-Sultan,9,25,89
777,Mixed,Asia,Türkiye,Amasya,9,17,137
778,INT rec. IN sen.,Europe,Portugal,Aveiro,9,25,754
779,Mixed,Europe,Portugal,Braganca,9,25,277
780,Mixed,Asia,Iraq,Arbil,9,16,83
781,Both balanced,Europe,Hungary,Heves,9,11,1
782,Mixed,Asia,Kuwait,Al Farwaniyah,9,17,4
783,Net sender,Europe,Spain,Cantabria,9,25,870
784,Net receiver,Asia,Thailand,Phayao,9,13,120
785,Net sender,South America,Brazil,Rio de Janeiro,9,25,4779
786,Net sender,Europe,Spain,Aragon,9,25,1712
787,Net sender,Europe,Austria,Vienna,9,25,6647
788,Mixed,Africa,Rwanda,Southern Province,9,24,13
789,Mixed,Africa,Algeria,Blida,9,25,91
790,IN rec. INT sen.,Europe,Switzerland,Valais,9,25,108
791,Net receiver,Europe,Portugal,Faro,9,25,661
792,IN rec. INT sen.,South America,Brazil,Parana,9,25,1772
793,Mixed,Asia,Türkiye,Kirsehir,9,15,28
794,Both balanced,Asia,Iraq,Anbar,9,19,1
795,IN rec. INT sen.,Europe,France,Centre,9,25,926
796,Net receiver,North America,United States,Nevada,9,25,275
797,IN rec. INT sen.,Europe,Spain,Canary Islands,9,25,3191
798,Mixed,Europe,Russian Federation,Jaroslavl,9,25,110
799,IN rec. INT sen.,Asia,India,Jharkhand,9,25,196
800,Mixed,Europe,Ukraine,Sumy,9,25,39
801,Mixed,Asia,Türkiye,Duzce,9,17,167
802,Both balanced,Europe,Russian Federation,Yamalo-Nenets,9,9,1
803,Mixed,North America,Mexico,Tamaulipas,9,25,95
804,IN rec. INT sen.,South America,"Venezuela, Bolivarian Republic of",Zulia,9,25,482
805,Both balanced,Asia,Thailand,Phuket,9,17,7
806,Both balanced,Asia,Indonesia,East Nusa Tenggara,9,20,3
807,Net receiver,North America,Mexico,Zacatecas,9,25,271
808,Mixed,Asia,Türkiye,Afyonkarahisar,9,25,68
809,Net receiver,South America,Brazil,Mato Grosso,9,25,24
810,Both balanced,Asia,Indonesia,Central Sulawesi,9,15,4
811,IN rec. INT sen.,Europe,Spain,Catalonia,9,25,25192
812,Net receiver,Asia,India,Bihar,9,25,175
813,Mixed,Asia,Indonesia,Southeast Sulawesi,9,22,8
814,IN rec. INT sen.,Europe,Spain,Galicia,9,25,3385
815,Mixed,Asia,Türkiye,Adiyaman,9,15,93
816,Net receiver,Europe,Czechia,Central Bohemia,9,25,496
817,Mixed,Europe,Finland,Lapland,9,25,28
818,Mixed,Asia,Malaysia,Kelantan,9,25,21
819,Both balanced,Europe,Finland,Kainuu,9,14,1
820,Both balanced,Europe,Russian Federation,Sakha,9,15,1
821,IN rec. INT sen.,Asia,Japan,Iwate,9,25,1075
822,IN rec. INT sen.,Asia,Japan,Kagawa,9,25,684
823,Mixed,Asia,Indonesia,South Sumatra,9,25,98
824,INT rec. IN sen.,South America,Brazil,Ceara,9,25,1502
825,Mixed,Europe,Russian Federation,Primorskiy (Maritime) Kray,9,25,299
826,IN rec. INT sen.,Europe,Netherlands,Gelderland,9,25,2365
827,Mixed,Europe,Russian Federation,Orenburg Oblast,9,25,24
828,Mixed,Europe,Romania,Brasov,9,25,340
829,Both balanced,Asia,Indonesia,West Papua,9,13,3
830,Net receiver,Africa,Nigeria,Ekiti,9,24,65
831,IN rec. INT sen.,Asia,Japan,Nagano,9,25,1518
832,Net receiver,Asia,Japan,Nagasaki,9,25,199
833,Both balanced,Africa,Ethiopia,Afar,9,11,11
834,Net sender,Europe,Romania,Iasi,9,25,930
835,Mixed,Africa,Nigeria,Ondo,9,25,28
836,Both balanced,Africa,Mozambique,Sofala,9,16,29
837,Mixed,Africa,Nigeria,Enugu,9,25,599
838,INT rec. IN sen.,South America,Chile,Santiago Metropolitan,9,25,1383
839,Mixed,Asia,India,Meghalaya,9,25,120
840,Both balanced,Europe,Romania,Suceava,9,12,8
841,Net receiver,Europe,Germany,Hamburg,9,25,6247
842,Mixed,Africa,Nigeria,Kogi,9,16,27
843,Net sender,Europe,Bulgaria,Sofia-Capital,9,25,2186
844,Mixed,Asia,Türkiye,Ordu,9,15,264
845,Net receiver,Africa,Cameroon,Littoral,9,25,221
846,Net sender,Asia,Israel,Southern District,9,25,2398
847,Net receiver,Europe,Bulgaria,Plovdiv,9,25,573
848,Both balanced,Asia,Yemen,Aden,9,17,2
849,Net receiver,Africa,Tunisia,Qabis,9,25,101
850,Net receiver,Africa,Cameroon,West,9,25,319
851,Net sender,South America,"Venezuela, Bolivarian Republic of",Miranda,9,25,281
852,INT rec. IN sen.,Africa,South Africa,Free State,9,25,292
853,Net receiver,Europe,Germany,Brandenburg,9,25,1158
854,Mixed,Africa,Uganda,Central Region,9,25,387
855,Both balanced,Oceania,Papua New Guinea,Madang,9,15,5
856,Mixed,Europe,Russian Federation,Ivanovo,9,25,77
857,IN rec. INT sen.,Europe,Germany,Saxony,9,25,3989
858,Both balanced,Africa,Nigeria,Katsina,9,14,1
859,Net sender,Asia,China,Jiangsu,9,25,3799
860,Mixed,South America,"Venezuela, Bolivarian Republic of",Sucre,9,25,69
861,Both balanced,Asia,Afghanistan,Herat,9,9,2
862,Mixed,Asia,Afghanistan,Kabul,9,17,6
863,Net sender,Africa,Egypt,Alexandria,9,25,1135
864,Net sender,Africa,Nigeria,Kaduna,10,25,209
865,IN rec. INT sen.,Europe,Germany,Mecklenburg-Vorpommern,10,25,1684
866,Net sender,Asia,India,Assam,10,25,1955
867,Both balanced,Africa,Nigeria,Benue,10,22,13
868,Both balanced,Europe,Russian Federation,Chechnya,10,19,1
869,IN rec. INT sen.,Europe,Finland,Pirkanmaa,10,25,1961
870,Net receiver,Asia,India,Haryana,10,25,4366
871,IN rec. INT sen.,Asia,India,Gujarat,10,25,3497
872,Net receiver,Africa,Nigeria,Kano,10,25,213
873,Both balanced,Asia,Yemen,Dhamar,10,13,5
874,Net sender,Asia,Japan,Tokushima,10,25,1679
875,Both balanced,Africa,Tunisia,Madanin,10,23,29
876,Both balanced,Africa,Nigeria,Adamawa,10,25,35
877,Both balanced,Africa,Nigeria,Delta,10,14,2
878,IN rec. INT sen.,Europe,Germany,Rheinland-Pfalz,10,25,1549
879,Mixed,Asia,Türkiye,Mus,10,13,53
880,Mixed,Europe,Russian Federation,Khanty-Mansia,10,24,22
881,Mixed,Asia,Yemen,Hadramawt,10,19,9
882,Mixed,Africa,Uganda,Eastern Region,10,22,87
883,Mixed,Africa,Kenya,Nakuru,10,25,56
884,Net receiver,Europe,Serbia,Vojvodina,10,25,1860
885,Net receiver,South America,Chile,Arica y Parinacota,10,25,28
886,Net sender,Europe,Serbia,Central Serbia,10,25,1872
887,Mixed,Africa,Ethiopia,SNNPR,10,25,10
888,INT rec. IN sen.,Europe,Denmark,Central Jutland,10,25,4609
